response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,TXHORSERACE,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,35 to 49,Bachelors' degree,White,Female,Black,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,Bell,50 to 85 percent,Landline,1,0.7327,0.8123,0.5034,0.8319
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Don't know,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Don't know,Beto O'Rourke,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,Hispanic,Williamson,50 to 85 percent,Cell,1,0.8405,1.0419,0.5132,1.0451
Dem,35 to 49,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Other Non-White,Bell,Less than 50 percent,Cell,1,0.3631,0.9387,1.4108,1.0976
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,Don't know,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,50 to 85 percent,Cell,1,0.6347,0.9039,0.5731,0.9042
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9083,1.32,0.7507,1.3108
Und,35 to 49,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,support,Don't know,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,Less than 50 percent,Landline,1,0.4837,0.9596,0.829,0.9902
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9777,1.3489,0.7582,1.3309
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Hispanic,Williamson,50 to 85 percent,Cell,1,0.5819,0.7662,0.5953,0.8164
Dem,18 to 34,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9304,1.6668,1.0457,1.6507
Rep,65 and older,Bachelors' degree,White,Male,White,support,Don't know,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Bell,85 percent or higher,Cell,1,0.9472,0.8234,0.3678,0.8051
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.9844,0.9511,0.3879,0.9383
Rep,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,support,Approve,Don't know,Don't know,Don't know,Don't know,Favorable,Don't know,Ted Cruz,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,White,Bell,85 percent or higher,Cell,1,0.889,0.7646,0.449,0.7612
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.9924,0.7841,0.3193,0.7739
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,85 percent or higher,Cell,1,0.9294,1.1645,0.593,1.1534
Und,50 to 64,Some college or trade school,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Believe,Beto O'Rourke,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,Bell,Less than 50 percent,Landline,1,0.3924,1.2249,1.5736,1.4092
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.9944,0.6118,0.2185,0.6026
Und,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,oppose,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,Beto O'Rourke,agree,18 to 29,Some College Educ.,Republican,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Austin/Round Rock,50 to 85 percent,Landline,0.5556,0.6638,1.879,1.927,1.4224
Rep,35 to 49,Some college or trade school,Black,Female,White,support,Approve,Check,support,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Other Non-White,Bell,Less than 50 percent,Cell,0.8889,0.227,1.3029,4.0318,1.4131
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9788,0.4971,0.1815,0.4905
Und,35 to 49,Bachelors' degree,White,Female,White,Don't know,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,50 to 85 percent,Cell,0.7778,0.7598,0.9039,0.4789,0.8889
Dem,65 and older,Some college or trade school,Unknown,Female,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Unknown,Austin/Round Rock,Less than 50 percent,Landline,1,0.4664,1.2065,1.9136,1.3404
Dem,65 and older,Graduate or Professional Degree,Black,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Other Non-White,Austin/Round Rock,85 percent or higher,Landline,1,0.9848,0.6705,0.4211,0.6616
Und,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Don't know,Don't know,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,85 percent or higher,Landline,1,0.9833,1.1645,0.5605,1.1432
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,Ted Cruz,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Bell,85 percent or higher,Landline,1,0.9857,0.8081,0.3989,0.7973
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Favorable,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Bell,85 percent or higher,Cell,1,0.9755,0.4563,0.2002,0.4503
Rep,18 to 34,Grade school,White,Male,Hispanic,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,disagree,18 to 29,High School Grad. or Less,Republican,Female,Not at all likely,or as a member of another political party,Nonwhite,18 to 39,No 4-year College Degree,White,Bell,Less than 50 percent,Cell,0.1111,0.3139,1.5989,3.077,0.4403
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Do not believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,50 to 85 percent,Landline,0.7778,0.5143,0.6754,0.4102,0.639
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9754,1.3838,0.886,1.3655
Rep,18 to 34,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,agree,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Williamson,50 to 85 percent,Cell,1,0.6836,1.9214,1.6342,1.9084
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Landline,1,0.8845,0.799,0.3174,0.796
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Approve,Don't know,support,Don't know,Don't know,Favorable,Don't know,Ted Cruz,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Bell,85 percent or higher,Cell,1,0.9259,0.7791,0.382,0.772
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,Asian,Don't know,Don't know,Don't know,support,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,agree,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,18 to 39,4-year College Grad.,White,Austin/Round Rock,50 to 85 percent,Landline,0.8889,0.5559,1.128,1.1279,1.1783
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Landline,1,0.9313,0.8164,0.3277,0.8085
Rep,65 and older,High school,Hispanic,Female,Hispanic,oppose,Don't know,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Other,Female,Somewhat likely,[DO NOT READ] Refused,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Austin/Round Rock,Less than 50 percent,Landline,0.7778,0.3904,1.5215,3.2256,1.1985
Rep,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,oppose,Reps. keep House,Don't know,Favorable,Don't know,Beto O'Rourke,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Bell,50 to 85 percent,Cell,1,0.7858,0.7804,0.3443,0.7905
Dem,50 to 64,High school,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Bell,Less than 50 percent,Cell,1,0.4218,1.2262,1.3987,1.39
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,oppose,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,50 to 85 percent,Landline,1,0.6368,1.3026,0.8008,1.3658
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Do not believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Bell,85 percent or higher,Landline,1,0.9689,0.5073,0.1732,0.5007
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.9774,0.8164,0.3123,0.8056
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Williamson,85 percent or higher,Landline,1,0.8831,0.7283,0.3345,0.7117
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Williamson,85 percent or higher,Landline,1,0.9232,1.2818,0.79,1.2705
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Bell,85 percent or higher,Cell,1,0.9522,0.9601,0.4804,0.9488
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.8706,0.5987,0.2296,0.5977
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,85 percent or higher,Landline,0.4444,0.9868,1.1428,0.6304,1.0818
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.9273,1.1785,0.663,1.1676
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Believe,Beto O'Rourke,agree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Williamson,50 to 85 percent,Landline,0.7778,0.7387,1.8803,1.3912,1.7707
