response,ager,educ,file_race,gender,race_eth,approve,COAL,CRIMES,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_race_unkother,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,High school,White,Female,White,Approve,support,Don't know,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,50 to 85 percent,Landline,1,0.7424,2.4028,1.4622,2.4302
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,support,no,agree,disagree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,1,0.9829,0.4881,0.1512,0.4938
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,support,agree,Don't know,Favorable,Don't know,oppose,oppose,yes,agree,agree,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,18 to 34,White,50 to 85 percent,Cell,1,0.8047,0.5775,0.3315,0.5809
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,oppose,yes,agree,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.9792,0.8785,0.4501,0.8888
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,Don't know,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,agree,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.9164,0.8188,0.4348,0.8202
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,no,Don't know,disagree,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,50 to 64,Unknown/Non-White,50 to 85 percent,Cell,1,0.8428,1.051,0.3726,1.0806
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,oppose,support,yes,agree,agree,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",White,Greenbrier/East,18 to 34,White,85 percent or higher,Landline,1,0.903,0.9463,0.4557,0.9479
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Don't know,support,support,yes,agree,agree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.8949,0.9497,0.3826,0.9687
Rep,50 to 64,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,yes,agree,disagree,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9832,1.3482,0.5221,1.3638
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,support,Don't know,agree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,35 to 49,White,50 to 85 percent,Cell,1,0.6535,0.8239,0.5346,0.8818
Und,18 to 34,High school,Unknown,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,agree,agree,18 to 29,High School Grad. or Less,Republican,Male,Not at all likely,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,18 to 34,Unknown/Non-White,Less than 50 percent,Landline,0,0.2502,3.0873,9.98,0.7266
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,yes,agree,agree,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Mr. Ojeda's District,50 to 64,White,85 percent or higher,Cell,0.8889,0.9631,0.3202,0.1424,0.3228
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,oppose,yes,agree,agree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Mr. Ojeda's District,35 to 49,White,85 percent or higher,Cell,1,0.8906,0.7137,0.496,0.7285
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Don't know,oppose,oppose,yes,disagree,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Mr. Ojeda's District,65 and older,Unknown/Non-White,50 to 85 percent,Cell,1,0.7596,1.0751,0.7515,1.1225
Rep,65 and older,Some college or trade school,White,Male,White,Disapp.,support,agree,Dems. take House,Don't know,Favorable,oppose,support,yes,disagree,agree,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.9813,1.0572,0.5378,1.0696
Und,65 and older,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Don't know,oppose,oppose,no,disagree,disagree,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,50 to 85 percent,Landline,1,0.8403,1.3415,0.7921,1.3798
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Don't know,support,support,yes,agree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,50 to 85 percent,Cell,1,0.6584,0.7912,0.4913,0.8457
Und,50 to 64,High school,White,Female,White,Approve,support,disagree,Don't know,Don't know,Don't know,oppose,oppose,yes,disagree,disagree,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,50 to 64,White,Less than 50 percent,Landline,1,0.2105,1.0351,3.6749,1.2457
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Don't know,support,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,yes,agree,agree,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,65 and older,Unknown/Non-White,85 percent or higher,Landline,1,0.9535,0.7062,0.3106,0.7155
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Don't know,support,support,no,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.9704,0.8852,0.3382,0.8892
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,oppose,oppose,yes,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.9677,0.6027,0.2636,0.61
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,18 to 34,White,50 to 85 percent,Landline,1,0.8267,1.3821,0.6907,1.4249
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,agree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,1,0.992,0.3438,0.1279,0.3479
Dem,50 to 64,High school,Black,Male,Black,Disapp.,oppose,agree,Dems. take House,Don't know,Unfavorable,oppose,support,no,disagree,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,Coal Country,50 to 64,Unknown/Non-White,85 percent or higher,Landline,1,0.9587,2.2063,0.9816,2.2137
Rep,50 to 64,High school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,disagree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Mr. Ojeda's District,50 to 64,White,Less than 50 percent,Cell,0.7778,0.2044,1.516,5.9566,1.2165
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,support,yes,agree,agree,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Coal Country,35 to 49,White,85 percent or higher,Cell,1,0.8924,0.8527,0.4817,0.8542
Dem,50 to 64,High school,White,Male,White,Approve,support,disagree,Don't know,Favorable,Unfavorable,oppose,oppose,no,agree,agree,agree,45 to 64,High School Grad. or Less,Democratic,Male,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,Less than 50 percent,Landline,0,0.1118,1.7505,7.2532,0.3663
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,oppose,support,yes,disagree,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,50 to 64,White,85 percent or higher,Landline,1,0.9625,0.6302,0.1991,0.6381
Rep,18 to 34,High school,White,Female,White,Disapp.,support,agree,Reps. keep House,Don't know,Favorable,support,support,no,disagree,agree,disagree,18 to 29,High School Grad. or Less,Other,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,Coal Country,18 to 34,White,Less than 50 percent,Landline,0,0.039,1.9256,9.98,0.4031
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,agree,agree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.939,0.6027,0.2711,0.604
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.9662,0.8785,0.4558,0.8821
Und,[DO NOT READ] Refused,High school,White,Male,White,Approve,support,Don't know,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,disagree,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,50 to 85 percent,Landline,1,0.6712,2.8917,2.0498,3.081
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,support,support,no,disagree,agree,disagree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.8617,0.9184,0.5267,0.9209
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,oppose,oppose,no,agree,agree,agree,18 to 29,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Huntington/West,18 to 34,White,50 to 85 percent,Cell,1,0.7145,0.9126,0.6821,0.9259
Dem,35 to 49,Grade school,White,Female,White,Approve,oppose,disagree,Dems. take House,Don't know,Unfavorable,oppose,oppose,no,disagree,disagree,disagree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,35 to 49,White,Less than 50 percent,Landline,1,0.2442,1.6859,5.387,2.2061
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,support,disagree,Don't know,Don't know,Don't know,oppose,oppose,no,agree,disagree,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.927,0.6466,0.2872,0.6569
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Greenbrier/East,50 to 64,White,85 percent or higher,Landline,1,0.8834,0.6999,0.3638,0.7151
Dem,65 and older,High school,White,Female,Black,Disapp.,support,Don't know,Dems. take House,Don't know,Don't know,Don't know,support,yes,disagree,agree,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Coal Country,65 and older,White,Less than 50 percent,Landline,0.7778,0.1826,2.6381,9.98,2.8051
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,yes,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,0.4444,0.9463,0.5475,0.1765,0.5354
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,agree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9788,0.3958,0.1473,0.4004
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,disagree,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Greenbrier/East,18 to 34,White,Less than 50 percent,Cell,1,0.053,0.6988,2.7128,1.3214
Und,50 to 64,Some college or trade school,White,Female,White,Approve,support,Don't know,Don't know,Don't know,Don't know,oppose,oppose,yes,Don't know,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,85 percent or higher,Landline,1,0.9296,0.7509,0.3633,0.7523
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Don't know,oppose,support,no,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,65 and older,White,50 to 85 percent,Cell,1,0.808,1.2497,0.5154,1.2927
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Unfavorable,Favorable,support,support,yes,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,35 to 49,White,50 to 85 percent,Landline,1,0.534,1.2101,0.8449,1.3431
