response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,18 to 34,Some college or trade school,Asian,Female,Asian,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,0.7778,0.6638,0.8165,0.7568,0.7172
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.879,0.4667,0.3169,0.4904
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.8598,0.6874,0.4041,0.7244
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9662,0.4537,0.3117,0.4721
Rep,35 to 49,High school,Unknown,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.9257,1.6535,1.2639,1.7267
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9516,0.7644,0.4655,0.7961
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9532,0.7863,0.4299,0.8188
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,support,disagree,Dems. take House,Don't know,Don't know,disagree,Don't know,agree,agree,18 to 29,4-year College Grad.,Other,Male,Not very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,White,Well-educ. Clinton,Less than 50 percent,Cell,0.2222,0.3827,0.6644,1.1683,0.2899
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,oppose,disagree,Dems. take House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,Non-White,Less-educ. Clinton,Less than 50 percent,Cell,0.7778,0.3888,1.0415,1.7106,1.0552
Und,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Unknown,Well-educ. Trump,85 percent or higher,Cell,1,0.9574,0.3904,0.2216,0.4064
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Unknown,Well-educ. Trump,85 percent or higher,Cell,1,0.9464,0.7228,0.4454,0.7532
Dem,65 and older,Graduate or Professional Degree,White,Male,Asian,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.988,0.6257,0.3533,0.6506
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9749,0.8989,0.6393,0.9143
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,agree,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.9623,1.2954,0.9031,1.348
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9911,0.759,0.3959,0.7894
Und,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Don't know,agree,Reps. keep House,Don't know,Don't know,agree,no,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Unknown,Well-educ. Trump,50 to 85 percent,Cell,1,0.5544,1.3056,1.1195,1.3966
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9468,1.2369,0.9538,1.2888
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,Don't know,Don't know,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Cell,0.8889,0.7528,1.6235,1.2196,1.6507
Rep,35 to 49,Bachelors' degree,Other,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Non-White,Less educ. Trump,Less than 50 percent,Cell,1,0.2841,2.004,4.0396,2.6047
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,disagree,yes,agree,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,Less than 50 percent,Cell,0.8889,0.3245,0.6593,1.4525,0.7187
Und,18 to 34,Some college or trade school,Unknown,Male,White,Approve,oppose,disagree,Don't know,Don't know,Unfavorable,Don't know,no,agree,Don't know,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,Unknown,Well-educ. Clinton,Less than 50 percent,Cell,1,0.4836,0.5179,0.7828,0.4264
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9775,1.582,0.9267,1.6451
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Approve,support,agree,Reps. keep House,Don't know,Unfavorable,agree,yes,agree,agree,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,White,Less educ. Trump,50 to 85 percent,Cell,1,0.5996,0.8906,1.062,0.9444
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,agree,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9122,0.4667,0.3054,0.4882
Dem,35 to 49,Graduate or Professional Degree,Other,Female,Black,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Non-White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9305,0.9848,0.5519,1.0279
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.6626,0.7885,0.833,0.8654
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9764,0.6684,0.5224,0.6951
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.939,1.6157,0.9784,1.6847
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,disagree,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Non-White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.8313,0.7542,0.5284,0.7985
Dem,50 to 64,Grade school,Hispanic,Male,Hispanic,Disapp.,oppose,agree,Dems. take House,Don't know,Unfavorable,agree,no,agree,agree,45 to 64,High School Grad. or Less,Other,Male,Not at all likely,or as a member of another political party,Nonwhite,Nonwhite,Non-White,Less-educ. Clinton,Less than 50 percent,Cell,0,0.3373,2.5052,6.6502,0.6622
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,Don't know,no,disagree,agree,45 to 64,Postgraduate Degree,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,0.7778,0.8625,0.8396,0.6176,0.7884
Und,50 to 64,Some college or trade school,Asian,Male,Asian,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,Non-White,Less-educ. Clinton,Less than 50 percent,Cell,0.1111,0.1424,1.4915,8.1277,0.9333
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,yes,disagree,agree,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Non-White,Less-educ. Clinton,Less than 50 percent,Cell,1,0.199,0.4543,1.5306,0.6407
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.5675,1.5125,1.5948,1.7062
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9841,0.6751,0.4424,0.6986
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.898,1.15,0.8478,1.2051
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,no,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Clinton,Less than 50 percent,Cell,1,0.4202,1.1094,2.2818,1.3263
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Non-White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9827,0.9574,0.5649,0.9955
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9901,0.7863,0.4139,0.8178
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,yes,agree,agree,30 to 44,Postgraduate Degree,Other,Male,Not at all likely,Democrat,"White, 4-Year College Grads",White,Unknown,Less educ. Trump,Less than 50 percent,Cell,0.6667,0.0489,0.612,2.6923,0.2857
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9046,1.2404,0.862,1.2987
Dem,18 to 34,Bachelors' degree,Hispanic,Male,White,Approve,oppose,agree,Dems. take House,Don't know,Don't know,agree,yes,agree,agree,65 and older,4-year College Grad.,Republican,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",White,Non-White,Less-educ. Clinton,85 percent or higher,Cell,0.1111,0.9719,1.2947,0.7639,1.2021
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,yes,disagree,agree,18 to 29,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Clinton,50 to 85 percent,Cell,0.7778,0.6367,0.6337,0.6805,0.5527
Rep,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,yes,disagree,disagree,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8734,0.5666,0.3654,0.5959
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9523,0.6895,0.4281,0.7181
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.9775,1.3225,0.7404,1.3752
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,yes,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Non-White,Less educ. Trump,50 to 85 percent,Cell,0.6667,0.6797,0.8513,0.6243,0.867
Dem,65 and older,Some college or trade school,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,agree,65 and older,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,Unknown,Well-educ. Trump,85 percent or higher,Cell,0.4444,0.9851,0.5752,0.3645,0.5718
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.98740000000000006,0.9886,0.468,1.028
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,disagree,no,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,Non-White,Well-educ. Clinton,50 to 85 percent,Landline,0.7778,0.6593,1.2957,1.1275,1.2843
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,yes,disagree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.9781,1.5825,1.1282,1.6456
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9772,1.1584,0.7107,1.2046
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,no,disagree,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9069,1.0337,0.6531,1.0819
Rep,18 to 34,High school,White,Female,Black,Disapp.,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,agree,18 to 29,High School Grad. or Less,Democratic,Female,Not at all likely,Republican,Nonwhite,Nonwhite,White,Well-educ. Clinton,85 percent or higher,Cell,0.4444,0.9534,0.8487,0.6139,0.725
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,no,agree,disagree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,50 to 85 percent,Landline,1,0.8079,0.8679,0.6577,0.8971
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,agree,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Less-educ. Clinton,Less than 50 percent,Landline,1,0.2105,0.5195,2.1161,0.723
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,support,agree,Reps. keep House,Favorable,Unfavorable,agree,no,agree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9808,1.0154,0.6264,1.0558
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9708,1.2724,0.8605,1.3234
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,agree,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Non-White,Well-educ. Clinton,85 percent or higher,Cell,1,0.959,1.0789,0.7428,1.123
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Clinton,Less than 50 percent,Cell,0.4444,0.4106,1.1094,2.3352,0.7384
Rep,65 and older,High school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,Don't know,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Landline,0.7778,0.9096,2.1916,1.6019,2.2082
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9818,0.4994,0.2953,0.5193
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Don't know,disagree,yes,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9109,0.9246,0.6329,0.9673
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,no,disagree,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9408,0.8046,0.5164,0.8389
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,18 to 29,Some College Educ.,Democratic,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,Less than 50 percent,Cell,0.2222,0.3486,0.4746,1.0956,0.1596
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9854,0.861,0.5131,0.8953
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,yes,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Cell,0.4444,0.9368,0.5053,0.3402,0.4943
Und,65 and older,High school,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Favorable,disagree,no,agree,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Unknown,Less-educ. Clinton,Less than 50 percent,Cell,1,0.4691,0.9502,1.5053,1.1113
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8557,0.3962,0.3206,0.4178
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9012,0.6133,0.5018,0.6424
Dem,65 and older,High school,White,Female,White,Disapp.,support,agree,Dems. take House,Unfavorable,Unfavorable,agree,no,agree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Cell,0.4444,0.8944,1.5926,1.124,1.5762
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,support,disagree,Reps. keep House,Don't know,Favorable,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,50 to 85 percent,Cell,0.8889,0.57,1.2037,1.1188,1.2412
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,Don't know,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9894,0.7644,0.4477,0.792
Rep,50 to 64,Bachelors' degree,White,Male,Black,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9674,1.2628,0.7773,1.3034
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,oppose,agree,Reps. keep House,Don't know,Unfavorable,agree,yes,agree,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9225,1.0519,0.6956,1.083
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,support,agree,Dems. take House,Unfavorable,Favorable,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Non-White,Less-educ. Clinton,85 percent or higher,Cell,0,0.9132,0.7642,0.5046,0.7088
Und,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.9493,0.4524,0.2695,0.4713
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.9168,1.0742,0.7099,1.123
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Male,Asian,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Non-White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9005,0.6255,0.4032,0.6553
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,agree,no,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9911,0.7227,0.5138,0.7493
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,yes,disagree,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Landline,0.8889,0.9555,1.0415,0.6886,1.0672
