response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,18 to 34,Bachelors' degree,White,Male,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Lehigh,Less than 50 percent,Cell,1,0.385,0.763,1.2542,0.833
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Don't know,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Lehigh,85 percent or higher,Cell,0.8889,0.8605,0.8935,0.5657,0.9064
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Disapp.,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,50 to 85 percent,Cell,0.6667,0.6073,0.5201,0.3954,0.4163
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,1,0.933,0.815,0.5011,0.8276
Und,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Don't know,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9101,0.6179,0.3198,0.6292
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Don't know,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.3584,0.7315,1.2683,0.8797
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,85 percent or higher,Landline,1,0.9938,1.5569,1.0951,1.5764
Dem,50 to 64,High school,White,Female,White,oppose,Don't know,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Allentown/Bethlehem,85 percent or higher,Landline,1,0.967,1.4224,1.0519,1.4402
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9935,0.5061,0.2041,0.5124
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,85 percent or higher,Landline,1,0.9014,0.9547,0.5363,0.9732
Dem,18 to 34,Some college or trade school,Black,Female,Hispanic,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Lehigh,Less than 50 percent,Cell,0.5556,0.4816,0.9969,1.4887,0.9671
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,Less than 50 percent,Cell,0.8889,0.4193,0.7163,1.2209,0.803
Dem,65 and older,High school,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,Less than 50 percent,Landline,1,0.26,1.4008,4.4918,1.8075
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Support,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.6392,0.5312,0.3336,0.5709
Rep,50 to 64,High school,Hispanic,Male,Hispanic,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,Non-White,Allentown/Bethlehem,50 to 85 percent,Cell,1,0.5339,2.0954,2.4429,2.3265
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Monroe/Northampton,50 to 85 percent,Cell,1,0.7322,0.7819,0.4339,0.8215
Dem,50 to 64,High school,Hispanic,Male,Hispanic,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Support,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Allentown/Bethlehem,50 to 85 percent,Cell,1,0.7928,2.1399,1.4608,2.2204
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Lehigh,50 to 85 percent,Cell,1,0.8392,0.7991,0.4721,0.8223
Und,65 and older,Some college or trade school,White,Female,White,support,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Lehigh,85 percent or higher,Cell,0.7778,0.909,1.0978,0.6836,1.0256
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Cell,1,0.9317,0.5517,0.308,0.553
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,18 to 29,Postgraduate Degree,Republican,Male,Very likely,or as a member of another political party,Nonwhite,Nonwhite,18 to 34,Non-White,Monroe/Northampton,50 to 85 percent,Cell,1,0.5456,0.6936,0.5566,0.7234
Rep,50 to 64,High school,White,Male,White,Don't know,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.5397,1.7212,2.0138,1.9073
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,65 and older,White,Allentown/Bethlehem,50 to 85 percent,Cell,1,0.6688,0.7186,0.4164,0.7663
Dem,35 to 49,Graduate or Professional Degree,Other,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Non-White,Monroe/Northampton,85 percent or higher,Cell,1,0.8588,0.866,0.42,0.8884
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.5985,0.6098,0.4085,0.663
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Landline,1,0.9572,0.5171,0.2641,0.524
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Don't know,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Lehigh,85 percent or higher,Cell,1,0.9472,1.8283,1.3114,1.854
Rep,35 to 49,Some college or trade school,Black,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Non-White,Monroe/Northampton,Less than 50 percent,Cell,0.4444,0.331,1.376,2.5695,0.862
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Approve,Dems. take House,Favorable,Don't know,Oppose,Support,Support,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.8921,1.1188,0.6836,1.1419
Dem,18 to 34,Some college or trade school,Unknown,Male,Other,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Unknown,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.2396,0.8984,3.2006,1.0575
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9924,0.8323,0.4183,0.8425
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.0789,0.652,2.4893,1.1202
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Support,Support,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9439,0.4809,0.2611,0.4822
Rep,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Don't know,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9598,0.6179,0.3032,0.6202
Rep,65 and older,Some college or trade school,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,Monroe/Northampton,85 percent or higher,Cell,1,0.9549,1.072,0.4899,1.0863
Und,35 to 49,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Lehigh,85 percent or higher,Cell,1,0.9827,1.6995,0.8774,1.711
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Don't know,Support,Support,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,1,0.8679,0.976,0.5708,0.9997
Dem,35 to 49,Some college or trade school,White,Female,Other,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Don't know,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,Allentown/Bethlehem,Less than 50 percent,Cell,0,0.2362,1.2415,3.5537,0.2883
Dem,50 to 64,Grade school,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Favorable,Don't know,Oppose,Support,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.1784,1.6301,6.4291,2.2964
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Lehigh,Less than 50 percent,Cell,1,0.4449,0.7517,0.9373,0.8646
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.439,0.7481,1.2719,0.8628
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.6626,1.179,0.7316,1.2045
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.5678,1.0025,0.6855,1.0408
Dem,65 and older,High school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Lehigh,85 percent or higher,Cell,1,0.9359,2.0524,1.2392,2.0835
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Cell,1,0.9608,0.5805,0.2457,0.588
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.1131,0.9382,4.0901,1.4761
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.9547,0.6613,0.2946,0.6701
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.3316,0.6235,1.102,0.7623
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Don't know,Don't know,Unfavorable,Support,Don't know,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,Less than 50 percent,Cell,0.7778,0.3752,0.5443,0.7819,0.4389
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9244,0.5943,0.2503,0.6041
Rep,50 to 64,Some college or trade school,Unknown,Female,White,support,Disapp.,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Monroe/Northampton,50 to 85 percent,Cell,1,0.655,0.9383,0.7412,1.0042
