response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedd,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,Ted Cruz,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,"Rest, Trump",Less than 50 percent,Cell,0.6667,0.2679,2.205,4.277,2.3592
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9967,0.6318,0.3225,0.6326
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Landline,1,0.9954,0.738,0.3518,0.7387
Dem,65 and older,Some college or trade school,White,Male,Black,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Male,Very likely,or as a member of another political party,Nonwhite,65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9938,1.1654,0.536,1.1633
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Support,agree,Ted Cruz,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9311,1.5278,0.9851,1.5338
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,[DO NOT READ] Don't know/Refused,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9877,1.2449,1.1358,1.2452
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.8559,1.6254,1.6252,1.6487
Dem,35 to 49,Bachelors' degree,White,Male,White,support,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Support,Support,agree,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Cell,0.6667,0.6322,0.8743,0.6685,0.8043
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9935,0.4925,0.206,0.4929
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,Unknown,"Dallas, Clinton",85 percent or higher,Cell,1,0.9945,0.4294,0.3183,0.4298
Rep,50 to 64,High school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,agree,Ted Cruz,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.3316,1.401,2.5807,1.5459
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,Nonwhite,45 to 64,Postgraduate Degree,Hispanic,"Dallas, Clinton",50 to 85 percent,Cell,1,0.5772,0.6438,0.7065,0.6964
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9232,0.8978,0.6039,0.9021
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.6349,1.5057,1.3811,1.6013
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,"Dallas, Clinton",50 to 85 percent,Landline,0.8889,0.5479,1.1113,0.7478,1.1055
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Oppose,Support,agree,Ted Cruz,30 to 44,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,"Dallas, Clinton",Less than 50 percent,Cell,0.8889,0.288,1.4822,2.5746000000000002,1.5777
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9731,1.3005,0.7032,1.301
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.9634,1.5866,0.9158,1.5881
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Hispanic,"Rest, Clinton",85 percent or higher,Cell,1,0.9686,0.9051,0.7351,0.9057
Dem,35 to 49,High school,White,Female,Black,support,Approve,Dems. take House,Favorable,Don't know,Support,Oppose,Support,disagree,Beto O'Rourke,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 44,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.9805,1.645,0.8139,1.6362
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.921,0.8601,0.5728,0.8645
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9801,0.6318,0.3277,0.6319
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.6536,0.653,0.3848,0.691
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9822,1.5866,0.8986,1.5787
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,18 to 44,No 4-year College Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,1,0.3615,1.7773,3.2931,2.1088
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Don't know,Don't know,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9853,0.5512,0.214,0.5513
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Don't know,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Rest, Clinton",85 percent or higher,Cell,1,0.8855,0.6374,0.2807,0.6437
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Don't know,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Dallas, Clinton",85 percent or higher,Cell,1,0.971,0.3208,0.1967,0.3186
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Don't know,Oppose,agree,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,"Dallas, Clinton",50 to 85 percent,Landline,1,0.8404,1.1113,0.4928,1.1301
Rep,50 to 64,High school,Other,Female,White,oppose,Approve,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Support,agree,Ted Cruz,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Other Non-White,"Rest, Trump",Less than 50 percent,Landline,1,0.4063,1.0371,2.0053,1.1107
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.992,0.8084,0.367,0.8089
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,45 to 64,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9734,0.7833,0.3724,0.7836
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9839,0.9444,0.4032,0.9446
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,Ted Cruz,18 to 29,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,"Dallas, Trump",50 to 85 percent,Cell,0.8889,0.6342,2.0421,1.7247,2.0116
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Dems. take House,Favorable,Favorable,Support,Support,Support,agree,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9487,1.3235,0.5489,1.3263
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Landline,1,0.7307,1.3761,0.8272,1.4294
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9885,0.8978,0.565,0.8946
Und,35 to 49,Some college or trade school,White,Female,Black,oppose,Approve,Don't know,Unfavorable,Unfavorable,Support,Support,Support,agree,Ted Cruz,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,18 to 44,No 4-year College Degree,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.5773,2.1922,2.0534,2.2454
Rep,50 to 64,Bachelors' degree,Unknown,Female,[DO NOT READ] Don't know/Refused,support,Disapp.,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,agree,Don't know,45 to 64,4-year College Grad.,Other,Female,Not at all likely,Republican,[DO NOT READ] Don't know/Refused,45 to 64,4-year College Grad.,Unknown,"Dallas, Clinton",50 to 85 percent,Landline,0.5556,0.6324,0.669,0.8924,0.3749
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9857,1.0289,0.463,1.0292
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.6557,1.2342,1.0357,1.3052
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Don't know,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9773,0.6107,0.2425,0.6109
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.9924,0.7139,0.2893,0.7143
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,18 to 44,4-year College Grad.,Hispanic,"Rest, Clinton",85 percent or higher,Landline,1,0.978,0.8951,0.4812,0.8954
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9949,0.6646,0.2314,0.6652
Rep,65 and older,Bachelors' degree,White,Male,White,support,Disapp.,Don't know,Don't know,Favorable,Support,Oppose,Support,disagree,Don't know,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Clinton",50 to 85 percent,Cell,0.8889,0.6848,1.002,0.5051,0.9832
Dem,[DO NOT READ] Refused,Bachelors' degree,Black,Male,Black,oppose,Approve,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Don't know,agree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,45 to 64,4-year College Grad.,Other Non-White,"Rest, Clinton",85 percent or higher,Cell,1,0.9765,0.4868,0.3064,0.487
