response,ager,educ,file_race,gender,race_eth,approve,FLAMED4,SENC,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_noasian,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,18 to 34,Bachelors' degree,Hispanic,Female,White,Approve,Yes,Rep.,30 to 44,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",18 to 34,Hispanic,I-4,85 percent or higher,Cell,1,0.8556,0.8518,0.5953,0.8667
Und,18 to 34,Some college or trade school,Black,Male,Black,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Very likely,[DO NOT READ] Refused,Nonwhite,18 to 34,Black,I-4,50 to 85 percent,Landline,1,0.6392,0.8154,0.6979,0.816
Dem,35 to 49,Some college or trade school,Black,Male,Black,Disapp.,Yes,Dem.,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Black,Southeast,50 to 85 percent,Cell,1,0.5115,0.7709,0.6965,0.8422
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Yes,Don't know,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Southwest,Less than 50 percent,Cell,1,0.3745,0.7848,0.974,0.8396
Rep,65 and older,Bachelors' degree,White,Male,White,Disapp.,No,Rep.,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,I-4,50 to 85 percent,Cell,0.8889,0.5846,0.84,0.7094,0.8213
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Yes,Rep.,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Central,50 to 85 percent,Landline,1,0.7399,0.8778,0.6084,0.867
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",50 to 64,White,Southeast,50 to 85 percent,Cell,1,0.7583,0.4865,0.2601,0.5078
Dem,50 to 64,Some college or trade school,Unknown,Female,Hispanic,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Unknown,North/Rural,50 to 85 percent,Cell,1,0.7964,1.2361,0.6895,1.251
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Approve,Yes,Dem.,30 to 44,4-year College Grad.,Democratic,Male,Not at all likely,Independent (No party),Nonwhite,18 to 34,Black,I-4,50 to 85 percent,Cell,0.4444,0.6838,0.5975,0.4786,0.3222
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,I-4,85 percent or higher,Landline,1,0.9375,0.9138,0.5539,0.9053
Rep,50 to 64,Some college or trade school,Asian,Female,Asian,Approve,Don't know,Rep.,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Republican,Nonwhite,35 to 49,Other Non-White,Southeast,Less than 50 percent,Cell,0.5556,0.4078,1.2215,1.7892,0.8352
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,I-4,50 to 85 percent,Cell,1,0.5402,0.9589,0.9814,1.0369
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Central,85 percent or higher,Landline,1,0.9914,0.7381,0.4538,0.7293
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,North/Rural,50 to 85 percent,Cell,0.8889,0.7217,0.7252,0.5375,0.7013
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Yes,Dem.,65 and older,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,I-4,85 percent or higher,Landline,1,0.8845,1.1206,0.6914,1.1325
Und,35 to 49,Some college or trade school,Unknown,Female,White,Approve,No,Don't know,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,North/Rural,Less than 50 percent,Cell,1,0.1373,1.7004,5.6654,2.49
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,No,Rep.,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,I-4,50 to 85 percent,Cell,1,0.5983,0.4263,0.2752,0.4295
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,65 and older,4-year College Grad.,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,I-4,50 to 85 percent,Landline,1,0.8,0.9253,0.5867,0.9548
Dem,65 and older,Some college or trade school,Unknown,Female,White,Don't know,No,Dem.,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Southeast,50 to 85 percent,Landline,1,0.6887,1.5488,0.9386,1.6042
Rep,50 to 64,Graduate or Professional Degree,Black,Female,Black,Approve,Yes,Rep.,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),Nonwhite,50 to 64,Black,Southeast,50 to 85 percent,Landline,1,0.6486,0.3644,0.1967,0.3642
Dem,65 and older,High school,Black,Male,Black,Approve,Yes,Dem.,65 and older,High School Grad. or Less,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,65 and older,Black,North/Rural,50 to 85 percent,Landline,1,0.5575,1.2836,1.319,1.0878
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,45 to 64,High School Grad. or Less,Other,Female,Already voted,Democrat,Nonwhite,50 to 64,Hispanic,I-4,85 percent or higher,Cell,1,0.8933,1.85,1.4249,1.8658
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Yes,Dem.,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,White,North/Rural,85 percent or higher,Cell,1,0.9912,0.7324,0.4029,0.7212
Und,35 to 49,Bachelors' degree,White,Male,White,Approve,Yes,Don't know,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Southwest,50 to 85 percent,Cell,1,0.6913,0.9086,0.7306,0.9025
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Yes,Don't know,18 to 29,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",18 to 34,White,I-4,50 to 85 percent,Landline,0.5556,0.605,0.7976,0.8361,0.5887
Und,35 to 49,[DO NOT READ] Refused,Hispanic,Female,Hispanic,Disapp.,Don't know,Dem.,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Somewhat likely,Democrat,Nonwhite,35 to 49,Hispanic,Southwest,Less than 50 percent,Cell,0.7778,0.283,1.131,2.2223,0.8833
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Yes,Dem.,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Southeast,50 to 85 percent,Cell,1,0.5773,1.296,1.4805,1.3843
Rep,18 to 34,High school,White,Male,White,Approve,Yes,Rep.,18 to 29,High School Grad. or Less,Other,Male,Not very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,I-4,Less than 50 percent,Cell,0,0.3945,2.7993,7.1131,0.9498
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,North/Rural,50 to 85 percent,Cell,1,0.7427,0.8217,0.5536,0.8406
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Yes,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,North/Rural,85 percent or higher,Landline,1,0.9772,0.6362,0.263,0.6284
Rep,65 and older,High school,White,Female,White,Approve,Yes,Rep.,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,North/Rural,85 percent or higher,Landline,1,0.991,2.5185,1.9137,2.4881
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 34,Hispanic,I-4,Less than 50 percent,Cell,1,0.1448,0.9436,3.4631,1.1872
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Yes,Rep.,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,North/Rural,85 percent or higher,Cell,1,0.9238,1.1265,0.6863,1.1177
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",50 to 64,White,Central,50 to 85 percent,Landline,1,0.8278,0.6095,0.4172,0.6244
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,No,Rep.,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southwest,85 percent or higher,Landline,1,0.9517,1.2919,0.751,1.2648
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,Yes,Rep.,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Southeast,50 to 85 percent,Cell,0.8889,0.6453,0.8839,0.7699,0.9048
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,No,Rep.,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,I-4,50 to 85 percent,Cell,1,0.8315,1.0287,0.6501,1.0529
Und,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Don't know,Dem.,45 to 64,Postgraduate Degree,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Hispanic,North/Rural,Less than 50 percent,Cell,0,0.1429,0.497,1.2772,0.1037
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Approve,No,Dem.,45 to 64,High School Grad. or Less,Other,Female,Not at all likely,Democrat,Nonwhite,50 to 64,Hispanic,Southeast,Less than 50 percent,Landline,0,0.1524,1.9934,9.265,0.4192
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Democrat,Nonwhite,50 to 64,Hispanic,Central,Less than 50 percent,Landline,1,0.3622,1.2142,2.2896,1.513
Rep,65 and older,Some college or trade school,White,Male,White,Approve,No,Rep.,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Central,85 percent or higher,Cell,1,0.8622,1.1712,0.7698,1.1719
Dem,35 to 49,High school,White,Female,White,Approve,Yes,Dem.,30 to 44,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,White,North/Rural,50 to 85 percent,Landline,1,0.8327,1.9512,1.8212,1.9128
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Disapp.,Yes,Dem.,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),Nonwhite,65 and older,Black,Southeast,50 to 85 percent,Landline,1,0.6678,0.4354,0.2162,0.4674
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Central,85 percent or higher,Landline,1,0.9285,1.2555,0.7735,1.2449
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,No,Rep.,65 and older,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Central,85 percent or higher,Cell,1,0.934,0.666,0.3264,0.6659
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Approve,No,Rep.,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,Hispanic,Central,85 percent or higher,Cell,1,0.8912,1.3215,1.0509,1.2926
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,No,Rep.,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,I-4,85 percent or higher,Landline,1,0.9953,1.0917,0.5905,1.0806
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,White,Disapp.,Yes,Rep.,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Hispanic,Southeast,85 percent or higher,Cell,1,0.8817,0.6372,0.2652,0.6443
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,No,Rep.,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,North/Rural,50 to 85 percent,Cell,1,0.5933,0.6358,0.5561,0.6758
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Dem.,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Southwest,85 percent or higher,Landline,1,0.9954,0.7215,0.3209,0.7118
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,No,Rep.,65 and older,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southeast,85 percent or higher,Landline,1,0.8965,0.9659,0.4892,0.9735
Dem,50 to 64,[DO NOT READ] Refused,White,Female,White,Disapp.,Yes,Dem.,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,Southwest,85 percent or higher,Landline,1,0.9855,1.5095,1.0077,1.4955
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,No,Don't know,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,I-4,50 to 85 percent,Landline,1,0.6967,0.7745,0.5952,0.7688
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,I-4,85 percent or higher,Cell,1,0.957,1.1407,0.8434,1.1281
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Dem.,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,North/Rural,85 percent or higher,Landline,1,0.99,1.3211,0.692,1.3082
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,White,I-4,50 to 85 percent,Cell,1,0.6688,0.855,0.8185,0.9176
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Yes,Rep.,18 to 29,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",18 to 34,White,North/Rural,Less than 50 percent,Cell,1,0.4168,0.9408,1.5501,1.1308
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Yes,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Cell,1,0.9153,1.1364,0.6916,1.1286
Dem,35 to 49,Some college or trade school,Black,Female,Black,Don't know,Yes,Don't know,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Black,Southwest,50 to 85 percent,Cell,0.7778,0.6253,1.0232,0.806,0.9638
Dem,35 to 49,High school,Black,Male,Hispanic,Disapp.,Yes,Dem.,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,Nonwhite,35 to 49,Black,Southeast,50 to 85 percent,Cell,0.8889,0.6396,1.4301,1.4743,1.239
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,North/Rural,85 percent or higher,Landline,1,0.973,0.8326,0.4773,0.8226
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,45 to 64,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Southwest,50 to 85 percent,Landline,1,0.6471,0.5705,0.3643,0.6168
Rep,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Yes,Rep.,45 to 64,Some College Educ.,Democratic,Female,Very likely,Republican,Nonwhite,50 to 64,Black,I-4,50 to 85 percent,Cell,1,0.5599,0.6814,0.5303,0.6916
Dem,18 to 34,Some college or trade school,White,Female,White,Approve,Yes,Dem.,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,North/Rural,Less than 50 percent,Cell,0.4444,0.3259,1.5565,3.4433,0.9498
Rep,50 to 64,Bachelors' degree,Other,Male,Hispanic,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Other Non-White,Central,50 to 85 percent,Cell,1,0.786,0.4732,0.3329,0.4799
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Yes,Dem.,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Central,85 percent or higher,Landline,1,0.9552,0.8318,0.3315,0.8226
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,I-4,50 to 85 percent,Cell,1,0.8352,0.8036,0.4644,0.8217
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,No,Rep.,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Southeast,50 to 85 percent,Cell,1,0.6785,0.8477,0.622,0.8802
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Unknown,I-4,50 to 85 percent,Cell,1,0.7617,0.6581,0.3011,0.6706
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,Nonwhite,35 to 49,White,North/Rural,85 percent or higher,Cell,1,0.8518,0.8482,0.571,0.8638
