response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Cell,1,0.9127,1.2128,0.8211,1.2158
Rep,65 and older,Bachelors' degree,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),Nonwhite,65 and older,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.965,1.2389,0.5607,1.2253
Und,18 to 34,High school,White,Female,White,Don't know,Don't know,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Female,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,"Morris, well-educ.",Less than 50 percent,Landline,0.4444,0.4095,0.9218,2.0657,0.5878
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Postgraduate Degree,White,"Morris, well-educ.",Less than 50 percent,Cell,1,0.4301,0.6022,0.8062,0.6868
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Essex,85 percent or higher,Cell,1,0.9438,1.0783,0.5168,1.0649
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.965,1.0761,0.8979,1.0643
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Rest,50 to 85 percent,Cell,1,0.5356,1.0754,0.8014,1.1752
Und,50 to 64,Some college or trade school,Unknown,Male,Asian,Disapp.,Don't know,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,No 4-year College Degree,Unknown,Rest,50 to 85 percent,Cell,1,0.8343,1.2179,0.8269,1.2353
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.965,1.3735,0.9407,1.3584
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",50 to 85 percent,Cell,0.8889,0.7719,0.7771,0.4355,0.785
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Landline,0.7778,0.8499,1.1078,0.7753,1.0615
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Dems. take House,Favorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 34,4-year College Grad.,Non-White,Essex,Less than 50 percent,Cell,0.7778,0.3891,0.8141,1.2415,0.6477
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Cell,1,0.6746,0.9782,0.8065,1.0259
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Rest,85 percent or higher,Cell,1,0.965,1.0304,0.576,1.0276
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Rest,85 percent or higher,Cell,1,0.9646,0.9707,0.5354,0.96
Dem,35 to 49,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,35 to 49,4-year College Grad.,Non-White,Passaic,50 to 85 percent,Cell,1,0.7176,1.229,1.1013,1.2758
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,White,Essex,Less than 50 percent,Cell,1,0.1676,0.5044,1.4863,0.7103
Und,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Postgraduate Degree,White,Passaic,50 to 85 percent,Landline,1,0.5072,0.4574,0.4501,0.5051
Und,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,50 to 85 percent,Cell,1,0.5529,1.2308,1.3116,1.3371
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Passaic,Less than 50 percent,Cell,1,0.4649,1.2799,1.8394,1.341
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.965,0.9475,0.3912,0.9449
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Essex,50 to 85 percent,Cell,1,0.8116,1.0806,0.5641,1.1005
Rep,35 to 49,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,No 4-year College Degree,White,Essex,50 to 85 percent,Cell,1,0.5239,0.9014,1.2704,0.9892
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.9053,1.1391,0.5436,1.1241
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Essex,85 percent or higher,Cell,1,0.965,0.9211,0.3939,0.9186
Und,18 to 34,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,Postgraduate Degree,White,Rest,Less than 50 percent,Cell,1,0.2059,0.5684,1.3745,0.7624
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Essex,Less than 50 percent,Landline,0.8889,0.0952,1.1774,3.3404,1.7548
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,4-year College Grad.,Non-White,Essex,50 to 85 percent,Cell,1,0.5638,1.2141,1.022,1.3143
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.5458,0.769,0.832,0.8729
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",Less than 50 percent,Landline,1,0.1539,0.8467,2.3899,1.2171
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Essex,Less than 50 percent,Cell,0.4444,0.2553,0.8744,2.8834,0.7012
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,Other,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,Unknown,Essex,85 percent or higher,Landline,1,0.8704,0.8276,0.5204,0.8346
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,Unknown,Essex,50 to 85 percent,Cell,0.8889,0.5223,1.0735,1.0519,1.1436
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Already voted,Republican,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,White,Passaic,Less than 50 percent,Landline,1,0.4502,0.6392,0.8141,0.7604
Und,65 and older,High school,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Rest,Less than 50 percent,Landline,1,0.1199,1.851,8.1181,2.4363
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,Black,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Republican,Nonwhite,35 to 49,Postgraduate Degree,White,Passaic,50 to 85 percent,Cell,1,0.5818,0.8022,0.7651,0.818
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.88,1.4109,0.8356,1.4208
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Essex,50 to 85 percent,Landline,1,0.834,1.0508,0.6877,1.0659
Rep,65 and older,Some college or trade school,Other,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,Rest,85 percent or higher,Landline,1,0.965,1.5314,1.2011,1.5273
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Essex,85 percent or higher,Landline,1,0.8666,1.3002,1.0381,1.3119
Dem,65 and older,High school,White,Female,Other,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,Passaic,50 to 85 percent,Landline,0.7778,0.7829,1.5674,1.4531,1.494
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Very likely,Democrat,[DO NOT READ] Don't know/Refused,65 and older,[DO NOT READ] Don't know/Refused,White,Rest,85 percent or higher,Landline,1,0.9503,0.9162,0.4531,0.9051
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Passaic,50 to 85 percent,Landline,1,0.7984,1.458,1.2845,1.4884
Dem,50 to 64,[DO NOT READ] Refused,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,[DO NOT READ] Don't know/Refused,White,Rest,85 percent or higher,Landline,1,0.965,0.7935,0.3771,0.7914
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Not very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Morris, well-educ.",50 to 85 percent,Landline,0,0.5776,1.3038,1.5382,0.539
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.5234,1.4139,1.3189,1.4595
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Passaic,50 to 85 percent,Landline,0.8889,0.6311,1.458,1.625,1.4316
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.8098,1.2789,1.1233,1.3028
