response,ager,educ,file_race,gender,race_eth,approve,CRIMES,FEMINISM,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_party_region,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,Don't know,disagree,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Republican",White,85 percent or higher,Cell,1,0.9757,0.8041,0.2381,0.7926
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,support,yes,disagree,agree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,35 to 49,"Rest, Republican",White,85 percent or higher,Cell,1,0.9597,1.2167,0.6992,1.2004
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,Don't know,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,Don't know,disagree,Don't know,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Republican",White,85 percent or higher,Landline,1,0.9654,0.8306,0.375,0.8124
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,disagree,support,Reps. keep House,Don't know,Favorable,oppose,oppose,yes,agree,disagree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Republican",White,Less than 50 percent,Cell,1,0.4925,1.099,0.9195,1.2069
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Republican",White,50 to 85 percent,Landline,1,0.8314,0.8665,0.3511,0.8696
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,Less than 50 percent,Cell,1,0.3853,0.8335,1.3255,0.9616
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Don't know,support,Don't know,Favorable,Don't know,oppose,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,"Rest, Democratic",White,50 to 85 percent,Landline,0.8889,0.8012,0.656,0.2796,0.6317
Rep,65 and older,High school,White,Male,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Republican",White,85 percent or higher,Landline,1,0.947,1.5425,0.7111,1.5235
Dem,50 to 64,Some college or trade school,Black,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Fayette,50 to 64,"Fayette, Democratic",Black,85 percent or higher,Landline,1,0.9747,0.5099,0.2264,0.5027
Rep,65 and older,High school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9431,1.8446,1.203,1.8014
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,disagree,agree,disagree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,"Rest, Democratic",White,50 to 85 percent,Landline,1,0.6722,0.9025,0.9241,0.8968
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,disagree,Don't know,Reps. keep House,Don't know,Favorable,oppose,oppose,no,Don't know,disagree,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Republican",White,85 percent or higher,Landline,1,0.9826,0.7902,0.3807,0.7788
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,disagree,support,Dems. take House,Favorable,Favorable,support,support,no,disagree,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Republican",White,85 percent or higher,Cell,1,0.9568,1.1204,0.693,1.1056
Dem,65 and older,Some college or trade school,Black,Male,Black,Don't know,Don't know,support,Dems. take House,Favorable,Unfavorable,oppose,support,Don't know,agree,agree,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,Fayette,50 to 64,"Fayette, Democratic",Black,85 percent or higher,Landline,1,0.9681,0.5336,0.2453,0.5221
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,agree,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Republican",White,85 percent or higher,Landline,1,0.9666,0.831,0.2826,0.8195
Dem,50 to 64,High school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,agree,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Democratic",White,85 percent or higher,Landline,1,0.8984,1.3087,0.7218,1.3
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Favorable,oppose,support,no,agree,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9303,0.5929,0.3532,0.5867
Dem,65 and older,Grade school,White,Female,White,Disapp.,agree,Don't know,Dems. take House,Favorable,Unfavorable,oppose,oppose,yes,agree,agree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Not very likely,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,50 to 85 percent,Landline,0.4444,0.6877,1.4519,1.2104,0.9135
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Favorable,oppose,oppose,Don't know,disagree,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,50 to 64,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9453,0.5556,0.2151,0.5488
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,disagree,support,Reps. keep House,Unfavorable,Unfavorable,oppose,oppose,no,agree,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,35 to 49,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9636,0.7643,0.5759,0.7475
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,disagree,support,Reps. keep House,Unfavorable,Favorable,support,support,no,agree,disagree,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",Unknown,50 to 85 percent,Landline,1,0.7767,0.62,0.3325,0.6286
Dem,18 to 34,[DO NOT READ] Refused,Unknown,Female,Hispanic,Disapp.,agree,support,Don't know,Don't know,Don't know,oppose,oppose,no,agree,agree,agree,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,Nonwhite,Rest,18 to 34,"Rest, Democratic",Unknown,Less than 50 percent,Landline,0.2222,0.4101,0.9193,2.1852,0.4366
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,Don't know,oppose,Don't know,Unfavorable,Unfavorable,Don't know,Don't know,no,agree,agree,Don't know,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Republican",White,85 percent or higher,Cell,1,0.9621,0.8451,0.234,0.8264
Rep,65 and older,Some college or trade school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,agree,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,"Fayette, Republican",White,85 percent or higher,Landline,1,0.9671,0.9015,0.5056,0.8891
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,agree,Don't know,Don't know,Favorable,Don't know,oppose,support,no,disagree,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",White,50 to 85 percent,Cell,0.5556,0.5265,0.8986,0.5287,0.6407
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,agree,Don't know,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9785,0.702,0.3008,0.6878
Rep,65 and older,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Landline,1,0.9781,0.85,0.4697,0.8378
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Republican",White,85 percent or higher,Landline,1,0.9645,0.6907,0.222,0.6813
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,agree,oppose,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Landline,1,0.9671,0.826,0.3583,0.8146
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,support,no,disagree,disagree,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Republican",White,85 percent or higher,Landline,1,0.9849,0.884,0.3259,0.8713
Dem,65 and older,Some college or trade school,Black,Male,White,Approve,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Fayette,50 to 64,"Fayette, Democratic",Black,85 percent or higher,Landline,1,0.9355,0.5336,0.2528,0.521
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Fayette,35 to 49,"Fayette, Democratic",Black,85 percent or higher,Landline,1,0.965,0.5413,0.3271,0.5294
Dem,35 to 49,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Favorable,Favorable,oppose,oppose,yes,agree,agree,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,35 to 49,"Rest, Republican",White,85 percent or higher,Cell,0.8889,0.9421,1.2167,0.7117,1.1954
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,agree,support,Don't know,Favorable,Unfavorable,oppose,support,yes,agree,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,35 to 49,"Rest, Democratic",White,85 percent or higher,Landline,1,0.948,1.015,0.8424,1.0024
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Don't know,Don't know,Reps. keep House,Favorable,Favorable,oppose,support,no,Don't know,disagree,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9732,0.8241,0.5225,0.8069
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,agree,oppose,Dems. take House,Favorable,Favorable,oppose,support,yes,agree,disagree,disagree,18 to 29,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,18 to 34,"Rest, Republican",White,50 to 85 percent,Cell,1,0.7155,1.4938,0.6679,1.5342
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,support,support,no,agree,disagree,disagree,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Fayette,50 to 64,"Fayette, Republican",White,50 to 85 percent,Landline,1,0.7073,1.0652,0.7376,1.0538
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9891,0.7482,0.3192,0.7376
Dem,18 to 34,Some college or trade school,White,Male,White,Approve,disagree,oppose,Don't know,Favorable,Don't know,oppose,oppose,yes,agree,agree,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,18 to 34,"Rest, Democratic",White,50 to 85 percent,Landline,1,0.628,1.227,1.0555,1.2884
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,disagree,support,Reps. keep House,Favorable,Favorable,oppose,support,yes,disagree,disagree,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,Other,White,Less than 50 percent,Landline,1,0.4464,1.0814,1.1152,1.1266
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,disagree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,18 to 34,"Fayette, Republican",Unknown,50 to 85 percent,Landline,1,0.6001,1.2438,0.7967,1.3166
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,18 to 34,"Fayette, Democratic",White,50 to 85 percent,Cell,1,0.8293,1.345,0.6748,1.3504
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Favorable,Favorable,oppose,oppose,no,disagree,disagree,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,18 to 34,"Fayette, Republican",White,50 to 85 percent,Cell,1,0.5722,1.493,1.1182,1.5941
Rep,35 to 49,High school,Unknown,Female,White,Disapp.,agree,support,Reps. keep House,Favorable,Favorable,support,support,yes,agree,agree,Don't know,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,Rest,35 to 49,"Rest, Democratic",Unknown,Less than 50 percent,Landline,1,0.014,1.4916,10.12,3.7001
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,disagree,Don't know,Don't know,Favorable,Favorable,oppose,oppose,yes,agree,disagree,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9404,0.5929,0.3498,0.586
