response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9939,0.8723,0.4704,0.8733
Rep,18 to 34,Some college or trade school,White,Female,White,oppose,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,18 to 29,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.8438,1.2377,1.1197,1.2284
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,Hispanic,85 percent or higher,Landline,1,0.8939,0.8737,0.4161,0.8816
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,18 to 34,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9402,0.4352,0.3079,0.4366
Rep,65 and older,Graduate or Professional Degree,White,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,San Diego,65 and older,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.7958,0.955,0.7984,0.9507
Und,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Don't know,Unfavorable,Unfavorable,Oppose,Support,Oppose,disagree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,[DO NOT READ] Refused,Nonwhite,San Diego,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.2222,0.1357,1.094,4.3647,0.5131
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,oppose,Approve,Dems. take House,Favorable,Don't know,Support,Support,Support,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,San Diego,18 to 34,No 4-year College Degree,White,Less than 50 percent,Cell,0.7778,0.3643,0.8459,1.6256,0.8287
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Orange,35 to 49,Postgraduate Degree,White,Less than 50 percent,Cell,1,0.2157,0.977,2.7524,1.3012
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",San Diego,18 to 34,Postgraduate Degree,White,Less than 50 percent,Cell,0.3333,0.4468,0.5657,0.9651,0.2755
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,support,Disapp.,Reps. keep House,Don't know,Favorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,Orange,50 to 64,No 4-year College Degree,Hispanic,85 percent or higher,Landline,1,0.9159,0.9305,0.4414,0.9219
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Don't know,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,85 percent or higher,Cell,0.7778,0.871,0.6328,0.467,0.6102
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9086,1.267,2.038,1.2759
Rep,65 and older,Bachelors' degree,Unknown,Female,White,support,Disapp.,Reps. keep House,Favorable,Don't know,Support,Oppose,Don't know,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,Unknown,85 percent or higher,Landline,1,0.9689,1.8652,1.5685,1.8671
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Don't know,Oppose,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9668,0.7226,0.3949,0.7234
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9633,1.1841,0.7142,1.1857
Rep,65 and older,High school,Unknown,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Favorable,Oppose,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,Unknown,85 percent or higher,Cell,0,0.9762,1.3144,2.6662,1.1683
Und,65 and older,Graduate or Professional Degree,White,Female,White,support,Disapp.,Reps. keep House,Don't know,Don't know,Support,Oppose,Oppose,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9834,0.7611,0.4734,0.7615
Und,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.928,0.9711,0.5632,0.9756
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9586,0.5808,0.3402,0.5818
Rep,50 to 64,Some college or trade school,White,Female,White,oppose,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.5082,1.4774,1.7945,1.6371
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9745,1.5448,0.9654,1.5357
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9083,0.8524,0.5748,0.8584
Dem,50 to 64,Some college or trade school,White,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Support,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Orange,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.973,0.7194,0.3759,0.72
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,85 percent or higher,Cell,1,0.8635,0.7639,0.5768,0.7742
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Support,disagree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,0,0.9565,0.9427,0.5458,0.8495
Rep,65 and older,[DO NOT READ] Refused,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Orange,65 and older,[DO NOT READ] Don't know/Refused,White,50 to 85 percent,Landline,1,0.7643,1.4947,1.6068,1.4921
Rep,50 to 64,Bachelors' degree,White,Male,Other,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Support,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,San Diego,50 to 64,4-year College Grad.,White,50 to 85 percent,Landline,1,0.764,1.5444,1.2275,1.5417
Dem,18 to 34,Bachelors' degree,Other,Female,Asian,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,San Diego,18 to 34,4-year College Grad.,Other Non-White,50 to 85 percent,Cell,1,0.709,1.0172,0.9571,1.0214
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Female,White,support,Approve,Don't know,Favorable,Favorable,Don't know,Support,Support,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.985,0.4977,0.2195,0.498
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Unfavorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9862,0.924,0.5952,0.9205
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Republican,Nonwhite,San Diego,65 and older,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.9193,1.0905,0.538,1.0804
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.9832,0.9755,0.7321,0.9712
Rep,50 to 64,Some college or trade school,White,Female,Other,support,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),Nonwhite,San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,0.7778,0.9055,1.1841,0.7598,1.0918
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,50 to 85 percent,Cell,0.8889,0.7339,0.9016,0.6897,0.9196
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,Approve,Don't know,Favorable,Unfavorable,Support,Oppose,Support,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Orange,18 to 34,4-year College Grad.,White,85 percent or higher,Cell,0.8889,0.8566,0.8553,0.6691,0.8582
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Unfavorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.6685,0.9425,0.7786,0.9939
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9894,0.9808,0.5678,0.9816
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9444,1.2378,0.749,1.2414
Rep,65 and older,Some college or trade school,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,Unknown,85 percent or higher,Landline,1,0.9038,1.478,1.3354,1.4893
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Support,Oppose,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.1815,1.3629,4.5,1.8905
Und,18 to 34,High school,White,Male,Hispanic,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Support,Don't know,Support,agree,18 to 29,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,San Diego,18 to 34,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.7558,0.8445,2.0976,0.8436
Und,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9444,0.4322,0.2523,0.4285
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Approve,Dems. take House,Favorable,Don't know,Support,Support,Support,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.931,0.8723,0.5022,0.8644
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Oppose,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.8509,0.7621,0.5395,0.7739
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,50 to 85 percent,Landline,1,0.6729,1.1529,1.1564,1.2144
Und,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,Don't know,30 to 44,4-year College Grad.,Other,Male,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,San Diego,35 to 49,4-year College Grad.,White,Less than 50 percent,Cell,0.6667,0.1287,1.715,6.8107,1.7247
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9914,0.8802,0.7275,0.881
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,San Diego,50 to 64,Postgraduate Degree,Other Non-White,Less than 50 percent,Cell,1,0.3366,0.7207,1.2708,0.8684
Dem,65 and older,Bachelors' degree,Black,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,65 and older,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.9606,1.2642,0.6737,1.2661
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Landline,1,0.9924,0.4612,0.2467,0.4617
Dem,65 and older,Grade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9701,1.1331,1.6356,1.1342
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,San Diego,18 to 34,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.714,0.484,0.4137,0.5048
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,San Diego,50 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,0.7778,0.9487,0.4612,0.2581,0.4572
Rep,50 to 64,Graduate or Professional Degree,Other,Male,Asian,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,San Diego,50 to 64,Postgraduate Degree,Other Non-White,50 to 85 percent,Cell,1,0.7254,0.7812,0.6584,0.8127
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Orange,35 to 49,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.6056,0.9024,0.7047,0.9199
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,Other,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,Orange,65 and older,Postgraduate Degree,Hispanic,85 percent or higher,Landline,1,0.856,0.8815,0.5081,0.8945
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9686,1.1019,0.6468,1.103
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,San Diego,18 to 34,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,0.7778,0.7345,0.8736,0.6763,0.8734
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,San Diego,18 to 34,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.9514,0.6753,0.4394,0.6769
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.8988,0.4977,0.2405,0.5019
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,support,Don't know,Dems. take House,Favorable,Don't know,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Democrat,Nonwhite,San Diego,50 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.0982,1.5855,5.3125,2.5528
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,Nonwhite,San Diego,50 to 64,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.7931,1.0097,0.5925,1.0054
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Don't know,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,Other Non-White,85 percent or higher,Landline,1,0.9932,0.6728,0.3934,0.6735
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,Other Non-White,85 percent or higher,Landline,1,0.978,0.6728,0.3995,0.6733
Dem,65 and older,Graduate or Professional Degree,Asian,Male,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Other,Female,Not at all likely,or as a member of another political party,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,Other Non-White,85 percent or higher,Landline,0,0.9919,0.8122,0.4824,0.7258
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,Other,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9848,1.138,0.6492,1.1387
Und,65 and older,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9889,1.1019,0.6335,1.1027
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Don't know,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9932,0.6777,0.3847,0.6785
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9917,0.7828,0.6054,0.7811
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9823,0.5841,0.3418,0.5845
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Orange,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,0.8889,0.9701,0.6253,0.3503,0.6236
Und,35 to 49,Some college or trade school,Unknown,Female,White,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",San Diego,35 to 49,No 4-year College Degree,Unknown,50 to 85 percent,Cell,1,0.7745,2.0423,2.1852,2.1029
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Don't know,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Don't know,Oppose,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Not at all likely,Democrat,Nonwhite,Orange,18 to 34,Postgraduate Degree,Hispanic,Less than 50 percent,Cell,0,0.2595,0.4827,1.055,0.1134
Und,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Favorable,Don't know,Don't know,Don't know,Support,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9652,1.0195,0.5813,1.0208
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,San Diego,35 to 49,4-year College Grad.,White,Less than 50 percent,Cell,1,0.2029,2.5135,7.7756,3.396
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9628,0.924,0.6097,0.9252
Und,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9536,1.179,0.691,1.1695
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9768,1.5382,2.3901,1.5392
Rep,50 to 64,Bachelors' degree,White,Female,Other,support,Approve,Reps. keep House,Unfavorable,Don't know,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.983,1.2325,0.6893,1.2332
